Rank,Campus,Escola,Cidade,Tipo,Area,Inscritos,Timestamp,Modalidade
13,Ouro Preto,ESC EST PROF MARIA DE NAZARE RODRIGUES DA SILVA,Laranjal do Jari - AP,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
14,Ouro Preto,VALCAM COLEGIO EDUCACAO BASICA E EDUCACAO PROFISSIONAL,São João da Boa Vista - SP,Privada,Urbana,1,2026-08-18 17:45:00.000000,SUP
15,Ouro Preto,EE NOSSA SENHORA DO PATROCINIO,Virginópolis - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
16,Ouro Preto,EE PROFESSOR JOSE MONTEIRO FONSECA,Padre Paraíso - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
17,Ouro Preto,COL CHROMOS CENTRO,Belo Horizonte - MG,Privada,Urbana,1,2026-08-18 17:45:00.000000,SUP
18,Ouro Preto,CENTRO DE ENSINO HAYDEE CHAVES,São Luís - MA,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
19,Ouro Preto,COLEGIO BOM JESUS CORACAO DE JESUS,Florianópolis - SC,Privada,Urbana,1,2026-08-18 17:45:00.000000,SUP
20,Ouro Preto,ANTONIO DE OLIVEIRA GODINHO PADRE,Carapicuíba - SP,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
21,Ouro Preto,EE PROFESSOR ANTONIO FERNANDES PINTO,Rio Piracicaba - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
22,Ouro Preto,EE PROFESSOR SOARES FERREIRA,Mariana - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
23,Ouro Preto,EE LAMARTINE DE FREITAS,Congonhas - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
24,Ouro Preto,COMPLEXO INTEGRADO DE EDUCACAO BASICA PROFISSIONAL E TECNOLOGICA DE EUNAPOLIS,Eunápolis - BA,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
25,Ouro Preto,ESCOLA ESTADUAL SANTA MARIA DE BELEM,Belém - PA,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
26,Ouro Preto,SANTA OLIMPIA,São Bernardo do Campo - SP,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
27,Ouro Preto,EE DOUTOR GARCIA DE LIMA,São João del Rei - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
28,Ouro Preto,EE JOSE LEANDRO,Ouro Preto - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
29,Ouro Preto,COLEGIO PIO XII COOPPED,Ouro Branco - MG,Privada,Urbana,1,2026-08-18 17:45:00.000000,SUP
30,Ouro Preto,EE JOAO RAMOS FILHO,Mariana - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
1,Piumhi,EE PROFESSOR JOAO MENEZES,Piumhi - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
2,Piumhi,CESEC SEBASTIAO GONCALVES DA SILVA,Piumhi - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
3,Piumhi,EE PROFESSOR FRANCISCO DE PAULA REBELO HORTA,Piumhi - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
4,Piumhi,ESCOLA MUNICIPAL IMACO,Belo Horizonte - MG,Pública Municipal,Urbana,1,2026-08-18 17:45:00.000000,SUP
5,Piumhi,IFMG - CAMPUS AVANCADO PIUMHI,Piumhi - MG,Pública Federal,Urbana,1,2026-08-18 17:45:00.000000,SUP
6,Piumhi,EE PROFESSOR LINDOLFO,São João da Ponte - MG,Pública Estadual,Rural,1,2026-08-18 17:45:00.000000,SUP
7,Piumhi,EE AZARIAS RIBEIRO,Lavras - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
1,Ponte Nova,EE PROFESSOR ANTONIO GONCALVES LANNA,Ponte Nova - MG,Pública Estadual,Urbana,5,2026-08-18 17:45:00.000000,SUP
2,Ponte Nova,EE SENADOR ANTONIO MARTINS,Ponte Nova - MG,Pública Estadual,Urbana,4,2026-08-18 17:45:00.000000,SUP
3,Ponte Nova,CESEC PROFESSORA VERA PARENTONI,Ponte Nova - MG,Pública Estadual,Urbana,4,2026-08-18 17:45:00.000000,SUP
4,Ponte Nova,EE CAETANO MARINHO,Ponte Nova - MG,Pública Estadual,Urbana,3,2026-08-18 17:45:00.000000,SUP
5,Ponte Nova,EE ANTONIO COELHO,Ponte Nova - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
6,Ponte Nova,EE GOVERNADOR BIAS FORTES,Ponte Nova - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
7,Ponte Nova,EE MARIANO GOMES,Santo Antônio do Grama - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
8,Ponte Nova,EE PROFESSOR RAYMUNDO MARTINIANO FERREIRA,Ponte Nova - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
9,Ponte Nova,EE DOM PEDRO II,Ouro Preto - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
10,Ponte Nova,IFMG - CAMPUS AVANCADO PONTE NOVA,Ponte Nova - MG,Pública Federal,Urbana,1,2026-08-18 17:45:00.000000,SUP
11,Ponte Nova,COLEGIO ATHENAS EQUIPE DE PONTE NOVA,Ponte Nova - MG,Privada,Urbana,1,2026-08-18 17:45:00.000000,SUP
1,Ribeirão das Neves,EE CIDADE DOS MENINOS,Ribeirão das Neves - MG,Pública Estadual,Urbana,23,2026-08-18 17:45:00.000000,SUP
2,Ribeirão das Neves,EE PEDRO ALCANTARA NOGUEIRA,Ribeirão das Neves - MG,Pública Estadual,Urbana,12,2026-08-18 17:45:00.000000,SUP
3,Ribeirão das Neves,EE JOSE BONIFACIO NOGUEIRA,Ribeirão das Neves - MG,Pública Estadual,Urbana,10,2026-08-18 17:45:00.000000,SUP
4,Ribeirão das Neves,EE PROFESSOR HELVECIO DAHE,Ribeirão das Neves - MG,Pública Estadual,Urbana,6,2026-08-18 17:45:00.000000,SUP
5,Ribeirão das Neves,EE NOSSA SENHORA DAS NEVES,Ribeirão das Neves - MG,Pública Estadual,Urbana,5,2026-08-18 17:45:00.000000,SUP
6,Ribeirão das Neves,EE HENRIQUE DE SOUZA FILHO HENFIL,Ribeirão das Neves - MG,Pública Estadual,Urbana,5,2026-08-18 17:45:00.000000,SUP
7,Ribeirão das Neves,EE FRANCISCO CARDOSO ASSUMPCAO,Ribeirão das Neves - MG,Pública Estadual,Urbana,4,2026-08-18 17:45:00.000000,SUP
8,Ribeirão das Neves,EE DO BAIRRO ROSANEVES,Ribeirão das Neves - MG,Pública Estadual,Urbana,4,2026-08-18 17:45:00.000000,SUP
9,Ribeirão das Neves,OUTROS (ESCOLA NÃO LOCALIZADA/OUTROS PAÍSES),Outra - OU,Privada,Urbana,4,2026-08-18 17:45:00.000000,SUP
10,Ribeirão das Neves,IFMG - CAMPUS RIBEIRAO DAS NEVES,Ribeirão das Neves - MG,Pública Federal,Urbana,4,2026-08-18 17:45:00.000000,SUP
11,Ribeirão das Neves,CESEC DE RIBEIRAO DAS NEVES,Ribeirão das Neves - MG,Pública Estadual,Urbana,3,2026-08-18 17:45:00.000000,SUP
12,Ribeirão das Neves,EE DE MELO VIANA,Esmeraldas - MG,Pública Estadual,Urbana,3,2026-08-18 17:45:00.000000,SUP
13,Ribeirão das Neves,CESEC MARIA VIEIRA BARBOSA,Belo Horizonte - MG,Pública Estadual,Urbana,3,2026-08-18 17:45:00.000000,SUP
14,Ribeirão das Neves,EE ANTONIO RIGUEIRA DA FONSECA,Ribeirão das Neves - MG,Pública Estadual,Urbana,3,2026-08-18 17:45:00.000000,SUP
15,Ribeirão das Neves,EE DJANIRA RODRIGUES DE OLIVEIRA,Belo Horizonte - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
16,Ribeirão das Neves,EE JUSCELINO KUBITSCHEK DE OLIVEIRA,Belo Horizonte - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
17,Ribeirão das Neves,EE MANOEL MARTINS DE MELO,Ribeirão das Neves - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
18,Ribeirão das Neves,EE PROFESSOR RAYMUNDO CANDIDO,Esmeraldas - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
19,Ribeirão das Neves,REDE DE ENSINO GENESIS,Ribeirão das Neves - MG,Privada,Urbana,2,2026-08-18 17:45:00.000000,SUP
20,Ribeirão das Neves,EE MARIA PEREIRA DE ARAUJO,Ribeirão das Neves - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
21,Ribeirão das Neves,FACULDADE ANHANGUERA DE BELO HORIZONTE - CAMPUS 2,Belo Horizonte - MG,Privada,Urbana,1,2026-08-18 17:45:00.000000,SUP
22,Ribeirão das Neves,EE PROFESSOR PLINIO RIBEIRO,Montes Claros - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
23,Ribeirão das Neves,EE JOSE BONIFACIO,Belo Horizonte - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
24,Ribeirão das Neves,EE TEOFILO ALVES DA SILVA,Esmeraldas - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
25,Ribeirão das Neves,ESCOLA SESI MARIZA ARAUJO,Belo Horizonte - MG,Privada,Urbana,1,2026-08-18 17:45:00.000000,SUP
26,Ribeirão das Neves,EE DEPUTADO RENATO AZEREDO,Vespasiano - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
27,Ribeirão das Neves,EE JOAO GONCALVES NETO,Ribeirão das Neves - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
28,Ribeirão das Neves,EE BOA VISTA,Contagem - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
29,Ribeirão das Neves,EE JOSE JOAQUIM LAGES,Ribeirão das Neves - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
30,Ribeirão das Neves,ESCOLA MUNICIPAL IMACO,Belo Horizonte - MG,Pública Municipal,Urbana,1,2026-08-18 17:45:00.000000,SUP
1,Sabará,EE PROFESSOR ZOROASTRO VIANNA PASSOS,Sabará - MG,Pública Estadual,Urbana,20,2026-08-18 17:45:00.000000,SUP
2,Sabará,IFMG - CAMPUS SABARA,Sabará - MG,Pública Federal,Urbana,13,2026-08-18 17:45:00.000000,SUP
3,Sabará,EE CORONEL ADELINO CASTELO BRANCO,Sabará - MG,Pública Estadual,Urbana,7,2026-08-18 17:45:00.000000,SUP
4,Sabará,EE PROFESSORA MARIA ELIZABETH VIANA,Sabará - MG,Pública Estadual,Urbana,5,2026-08-18 17:45:00.000000,SUP
5,Sabará,INSTITUTO DE EDUCACAO DE MINAS GERAIS,Belo Horizonte - MG,Pública Estadual,Urbana,4,2026-08-18 17:45:00.000000,SUP
6,Sabará,EE OLEGARIO MACIEL,Belo Horizonte - MG,Pública Estadual,Urbana,4,2026-08-18 17:45:00.000000,SUP
7,Sabará,EE MARIA FLORIPES NASCIMENTO ALVES,Sabará - MG,Pública Estadual,Urbana,4,2026-08-18 17:45:00.000000,SUP
8,Sabará,OUTROS (ESCOLA NÃO LOCALIZADA/OUTROS PAÍSES),Outra - OU,Privada,Urbana,4,2026-08-18 17:45:00.000000,SUP
9,Sabará,EE PRESIDENTE DUTRA,Belo Horizonte - MG,Pública Estadual,Urbana,3,2026-08-18 17:45:00.000000,SUP
10,Sabará,EE GOVERNADOR MILTON CAMPOS,Belo Horizonte - MG,Pública Estadual,Urbana,3,2026-08-18 17:45:00.000000,SUP
11,Sabará,EE PROFESSOR JOAO DE ARRUDA PINTO,Sabará - MG,Pública Estadual,Urbana,3,2026-08-18 17:45:00.000000,SUP
12,Sabará,EE PROFESSORA ANGELICA MARIA DE ALMEIDA,Sabará - MG,Pública Estadual,Urbana,3,2026-08-18 17:45:00.000000,SUP
13,Sabará,EE PROFESSORA HENRIQUETA LISBOA,Belo Horizonte - MG,Pública Estadual,Urbana,3,2026-08-18 17:45:00.000000,SUP
14,Sabará,EE JOSE BRANDAO,Caeté - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
15,Sabará,EE PROFESSOR DOMINGOS ORNELAS,Santa Luzia - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
16,Sabará,COLEGIO AUGUSTUS,Sabará - MG,Privada,Urbana,2,2026-08-18 17:45:00.000000,SUP
17,Sabará,EE GENERAL CARNEIRO,Sabará - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
18,Sabará,UFMG - COLEGIO TECNICO,Belo Horizonte - MG,Pública Federal,Urbana,2,2026-08-18 17:45:00.000000,SUP
19,Sabará,COLEGIO VILLA REAL,Sabará - MG,Privada,Urbana,2,2026-08-18 17:45:00.000000,SUP
20,Sabará,EE PAULO DAS GRACAS DA SILVA,Belo Horizonte - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
21,Sabará,EE TECNICO INDUSTRIAL PROFESSOR FONTES,Belo Horizonte - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
22,Sabará,EE SAGRADA FAMILIA II,Belo Horizonte - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
23,Sabará,EE PROFESSORA AMELIA DE CASTRO MONTEIRO,Belo Horizonte - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
24,Sabará,EE DONA BILU FIGUEIREDO,Sabará - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
25,Sabará,CESEC MARIA VIEIRA BARBOSA,Belo Horizonte - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
26,Sabará,EEEFM HUNNEY EVEREST PIOVESAN,Cariacica - ES,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
27,Sabará,EE MENDES PIMENTEL,Belo Horizonte - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
28,Sabará,CENTRO INTERESCOLAR DE CULTURA ARTE LINGUAGENS E TECNOLOGIAS,Belo Horizonte - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
29,Sabará,COLEGIO METODISTA IZABELA HENDRIX,Belo Horizonte - MG,Privada,Urbana,1,2026-08-18 17:45:00.000000,SUP
30,Sabará,EM GERALDA DIAS DE ASSUNCAO,Sabará - MG,Pública Municipal,Urbana,1,2026-08-18 17:45:00.000000,SUP
1,Santa Luzia,OUTROS (ESCOLA NÃO LOCALIZADA/OUTROS PAÍSES),Outra - OU,Privada,Urbana,11,2026-08-18 17:45:00.000000,SUP
2,Santa Luzia,IFMG - CAMPUS SANTA LUZIA,Santa Luzia - MG,Pública Federal,Urbana,9,2026-08-18 17:45:00.000000,SUP
3,Santa Luzia,EE SANTOS DUMONT,Belo Horizonte - MG,Pública Estadual,Urbana,5,2026-08-18 17:45:00.000000,SUP
4,Santa Luzia,EE LEONINA MOURTHE DE ARAUJO,Santa Luzia - MG,Pública Estadual,Urbana,5,2026-08-18 17:45:00.000000,SUP
5,Santa Luzia,EE GERALDO TEIXEIRA DA COSTA,Santa Luzia - MG,Pública Estadual,Urbana,4,2026-08-18 17:45:00.000000,SUP
6,Santa Luzia,EE PROFESSOR DOMINGOS ORNELAS,Santa Luzia - MG,Pública Estadual,Urbana,4,2026-08-18 17:45:00.000000,SUP
7,Santa Luzia,EE RENY DE SOUZA LIMA,Santa Luzia - MG,Pública Estadual,Urbana,4,2026-08-18 17:45:00.000000,SUP
8,Santa Luzia,EE JOSE MARIA BICALHO,Santa Luzia - MG,Pública Estadual,Urbana,4,2026-08-18 17:45:00.000000,SUP
9,Santa Luzia,EE TANCREDO DE ALMEIDA NEVES,Santa Luzia - MG,Pública Estadual,Urbana,3,2026-08-18 17:45:00.000000,SUP
10,Santa Luzia,EE MURGY HIBRAIM SARAH,Santa Luzia - MG,Pública Estadual,Urbana,3,2026-08-18 17:45:00.000000,SUP
11,Santa Luzia,EE FRANCISCO TIBURCIO DE OLIVEIRA,Santa Luzia - MG,Pública Estadual,Urbana,3,2026-08-18 17:45:00.000000,SUP
12,Santa Luzia,EE CIDADE DOS MENINOS,Ribeirão das Neves - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
13,Santa Luzia,COL MAXIMUS STA INES,Belo Horizonte - MG,Privada,Urbana,2,2026-08-18 17:45:00.000000,SUP
14,Santa Luzia,EE MACHADO DE ASSIS,Vespasiano - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
15,Santa Luzia,CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MINAS GERAIS,Belo Horizonte - MG,Pública Federal,Urbana,2,2026-08-18 17:45:00.000000,SUP
16,Santa Luzia,EE RAUL TEIXEIRA DA COSTA SOBRINHO,Santa Luzia - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
17,Santa Luzia,EE JOSE LUIZ GONZAGA FERREIRA,Sabará - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
18,Santa Luzia,EE JOSE JOAQUIM LAGES,Ribeirão das Neves - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
19,Santa Luzia,CEFET-MG - UNED ARAXA,Araxá - MG,Pública Federal,Urbana,2,2026-08-18 17:45:00.000000,SUP
20,Santa Luzia,EE SAO JOAO DA ESCOCIA,Santa Luzia - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
21,Santa Luzia,EE FLAVIO DOS SANTOS,Belo Horizonte - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
22,Santa Luzia,COLEGIO MUNICIPAL PROFESSOR EURICO VIANA,Matozinhos - MG,Pública Municipal,Urbana,1,2026-08-18 17:45:00.000000,SUP
23,Santa Luzia,CESEC POETA MURILO MENDES,Belo Horizonte - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
24,Santa Luzia,COLEGIO SESC TEOFILO OTONI,Teófilo Otoni - MG,Privada,Urbana,1,2026-08-18 17:45:00.000000,SUP
25,Santa Luzia,EE PRESIDENTE TANCREDO DE ALMEIDA NEVES,Cláudio - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
26,Santa Luzia,EE ALTAIR DE ALMEIDA VIANA,Santa Luzia - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
27,Santa Luzia,IFMG - CAMPUS BETIM,Betim - MG,Pública Federal,Urbana,1,2026-08-18 17:45:00.000000,SUP
28,Santa Luzia,ESCOLA DE REFERENCIA EM ENSINO MEDIO ANTONIO PADILHA,Petrolina - PE,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
29,Santa Luzia,EE AFONSINO ALTIVO DINIZ,Santa Luzia - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
30,Santa Luzia,EE PASCHOAL COMANDUCCI,Belo Horizonte - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
1,São João Evangelista,EE JOSEFINA PIMENTA,São João Evangelista - MG,Pública Estadual,Urbana,19,2026-08-18 17:45:00.000000,SUP
2,São João Evangelista,EE ODILON BEHRENS,Guanhães - MG,Pública Estadual,Urbana,12,2026-08-18 17:45:00.000000,SUP
3,São João Evangelista,IFMG - CAMPUS SAO JOAO EVANGELISTA,São João Evangelista - MG,Pública Federal,Rural,7,2026-08-18 17:45:00.000000,SUP
4,São João Evangelista,EE SENADOR FRANCISCO NUNES COELHO,Guanhães - MG,Pública Estadual,Urbana,6,2026-08-18 17:45:00.000000,SUP
5,São João Evangelista,EE DOUTOR ANTONIO DA CUNHA PEREIRA,Peçanha - MG,Pública Estadual,Urbana,6,2026-08-18 17:45:00.000000,SUP
6,São João Evangelista,EE PADRE JOAO CLARIMUNDO,Paulistas - MG,Pública Estadual,Urbana,3,2026-08-18 17:45:00.000000,SUP
7,São João Evangelista,EE NOSSA SENHORA DO PATROCINIO,Virginópolis - MG,Pública Estadual,Urbana,3,2026-08-18 17:45:00.000000,SUP
8,São João Evangelista,EE JOAO PINHEIRO,São Pedro do Suaçuí - MG,Pública Estadual,Urbana,3,2026-08-18 17:45:00.000000,SUP
9,São João Evangelista,EE ANGELO RIBEIRO MIRANDA,Dom Joaquim - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
10,São João Evangelista,OUTROS (ESCOLA NÃO LOCALIZADA/OUTROS PAÍSES),Outra - OU,Privada,Urbana,2,2026-08-18 17:45:00.000000,SUP
11,São João Evangelista,EE TENENTE JOSE COELHO DA ROCHA,Guanhães - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
12,São João Evangelista,EE TEODOMIRO CALDEIRA LEAO,Aricanduva - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
13,São João Evangelista,EE JOAQUIM SALLES,Serro - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
14,São João Evangelista,EE PROFESSORA ESTER SIQUEIRA,Cantagalo - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,SUP
15,São João Evangelista,EE HAUY PETRUCELI MAYRINK,Santa Maria do Suaçuí - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
16,São João Evangelista,EE MESTRA BEZINHA GANDRA,Itamarandiba - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
17,São João Evangelista,EE PREFEITO JOAQUIM PEDRO NASCIMENTO,Governador Valadares - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
18,São João Evangelista,EE ADOLFO FERREIRA DE BARROS,Capitão Enéas - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
19,São João Evangelista,EE ADAO MARQUES DAS ALELUIAS,Água Boa - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
20,São João Evangelista,EE PROFESSORA CIVA SIMOES FONSECA,Senhora do Porto - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
21,São João Evangelista,EE PROFESSOR CAETANO AZEREDO,Belo Horizonte - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
22,São João Evangelista,EE MAJOR LERMINO PIMENTA,São João Evangelista - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
23,São João Evangelista,CESEC DE SANTA MARIA DE SUACUI,Santa Maria do Suaçuí - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
24,São João Evangelista,CESEC DURCELINO DA SILVA REIS,Guanhães - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
25,São João Evangelista,EE JOSE GONCALVES DE SOUZA,Frei Lagonegro - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
26,São João Evangelista,EE PROFESSOR ANTONIO LAGO,Capelinha - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
27,São João Evangelista,ESCOLA ESTADUAL CARMINA DE CASTRO,Caapiranga - AM,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
28,São João Evangelista,EE SAO SEBASTIAO DO MARANHAO,São Sebastião do Maranhão - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
29,São João Evangelista,EE PRESIDENTE JOAO PINHEIRO,Santos Dumont - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
30,São João Evangelista,EE CONEGO LAFAIETE,José Raydan - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,SUP
1,Todas as unidades,OUTROS (ESCOLA NÃO LOCALIZADA/OUTROS PAÍSES),Outra - OU,Privada,Urbana,107,2026-08-18 18:58:00.000000,INT
2,Todas as unidades,ESCOLA MUNICIPAL JOSE MARIA DA FONSECA,Ponte Nova - MG,Pública Municipal,Urbana,81,2026-08-18 18:58:00.000000,INT
3,Todas as unidades,EE JOAO CORREA ARMOND,Ribeirão das Neves - MG,Pública Estadual,Urbana,59,2026-08-18 18:58:00.000000,INT
4,Todas as unidades,ESCOLA MUNICIPAL MANOEL SALVADOR DE OLIVEIRA,Itabirito - MG,Pública Municipal,Urbana,59,2026-08-18 18:58:00.000000,INT
5,Todas as unidades,EE MONSENHOR PINHEIRO,São João Evangelista - MG,Pública Estadual,Urbana,52,2026-08-18 18:58:00.000000,INT
6,Todas as unidades,ESCOLA MUNICIPAL PROFESSOR DORIOL BEATO,Conselheiro Lafaiete - MG,Pública Municipal,Urbana,52,2026-08-18 18:58:00.000000,INT
7,Todas as unidades,EE PAULA ROCHA,Sabará - MG,Pública Estadual,Urbana,50,2026-08-18 18:58:00.000000,INT
8,Todas as unidades,ESCOLA MUNICIPAL JOSE FERREIRA BASTOS,Itabirito - MG,Pública Municipal,Urbana,46,2026-08-18 18:58:00.000000,INT
9,Todas as unidades,EE PROFESSOR SOARES FERREIRA,Mariana - MG,Pública Estadual,Urbana,35,2026-08-18 18:58:00.000000,INT
10,Todas as unidades,EM FORTUNATA DE FREITAS JUNQUEIRA,Congonhas - MG,Pública Municipal,Urbana,34,2026-08-18 18:58:00.000000,INT
11,Todas as unidades,EM ISABEL NASCIMENTO DE MATTOS,Contagem - MG,Pública Municipal,Urbana,34,2026-08-18 18:58:00.000000,INT
12,Todas as unidades,EM TOMAS ANTONIO GONZAGA,Ouro Preto - MG,Pública Municipal,Urbana,34,2026-08-18 18:58:00.000000,INT
13,Todas as unidades,INSTITUTO MONTESSORI,Ponte Nova - MG,Privada,Urbana,33,2026-08-18 18:58:00.000000,INT
14,Todas as unidades,EE JOAO BATISTA DE CARVALHO,Bambuí - MG,Pública Estadual,Urbana,32,2026-08-18 18:58:00.000000,INT
15,Todas as unidades,EE FAZENDA SAO SEBASTIAO,Guanhães - MG,Pública Estadual,Urbana,31,2026-08-18 18:58:00.000000,INT
16,Todas as unidades,EE HENRIQUE SAPORI,Ribeirão das Neves - MG,Pública Estadual,Urbana,30,2026-08-18 18:58:00.000000,INT
17,Todas as unidades,EM ZULEIKA HALFELD DE ALBUQUERQUE,Jeceaba - MG,Pública Municipal,Urbana,30,2026-08-18 18:58:00.000000,INT
18,Todas as unidades,COLEGIO MUNICIPAL JOAO XXIII,Ouro Branco - MG,Pública Municipal,Urbana,29,2026-08-18 18:58:00.000000,INT
19,Todas as unidades,ESCOLA MUNICIPAL DONA QUITA,Santa Luzia - MG,Pública Municipal,Urbana,28,2026-08-18 18:58:00.000000,INT
20,Todas as unidades,EM MARIA VIEIRA BARBOSA,Ribeirão das Neves - MG,Pública Municipal,Urbana,28,2026-08-18 18:58:00.000000,INT
21,Todas as unidades,ESCOLA MUNICIPAL LIVRE MENTE,Ouro Branco - MG,Pública Municipal,Urbana,27,2026-08-18 18:58:00.000000,INT
22,Todas as unidades,EE ALTIVO COELHO,Guanhães - MG,Pública Estadual,Urbana,27,2026-08-18 18:58:00.000000,INT
23,Todas as unidades,ESCOLA MUNICIPAL JUDITH AUGUSTA FERREIRA,Congonhas - MG,Pública Municipal,Urbana,27,2026-08-18 18:58:00.000000,INT
24,Todas as unidades,ESCOLA MUNICIPAL NAPOLEAO REIS,Conselheiro Lafaiete - MG,Pública Municipal,Urbana,26,2026-08-18 18:58:00.000000,INT
